AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,AnimalClass,Симптомы_рус
buffaloes,Scabs On feet,Redness ,Trachea,Thickening of skin,Pains,Yes,хомячок,"Скабсы на ногах, Покраснение, Трахея, Утолщение кожи, Боли"
buffaloes,Enlarged Thymus,Obstructed Lungs,Lethargy,Skin rashes,Weight loss,Yes,хомячок,"Увеличенный тимус, Затрудненные легкие, Летаргия, Кожная сыпь, Потеря веса"
buffaloes,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring,Yes,хомячок,"Пухлое перо, Потеря аппетита, Кашель, Рвота, Храп"
buffaloes,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic,Yes,хомячок,"Высокая температура, Трудность в дыхании, Желтый глаз, Чихание, Дифтериктический"
buffaloes,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively,Yes,хомячок,"Тяжелое дыхание, Желтый в клюве, Tail_bobbing, Слабость, Спать чрезмерно"
buffaloes,Puffed_up Feather,Less Eat,Headache,Half-closed eye,Seizures,Yes,хомячок,"Пухлый перо, Меньше еды, Головная боль, Полузакрытый глаз, Припадки"
buffaloes,Fever,Diarrhea,Swollen Abdomen,Vomiting,Difficulty in Breathing,Yes,хомячок,"Высокая температура, Диарея, Опухший живот, Рвота, Трудность в дыхании"
buffaloes,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,Yes,хомячок,"Хвост виляет, Напряжение, Летаргия, Слабость, Диарея"
buffaloes,Overweight,Loss of Appetite,Ruffled feathers,Depression,Diarrhea,Yes,хомячок,"Избыточный вес, Потеря аппетита, Рюшат перья, Депрессия, Диарея"
buffaloes,Dejection,Loss of Appetite,Stress,Coughing,Pains,Yes,хомячок,"Уныние, Потеря аппетита, Стресс, Кашель, Боли"
buffaloes,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,Yes,хомячок,"Кожная инфекция, Вторичная инфекция, Кашель, Депрессия, Стремление головы"
buffaloes,Discharge From eyes,Lethargy,Coughing,Sneezing,Fatique,Yes,хомячок,"Выброс из глаз, Летаргия, Кашель, Чихание, Фатик"
buffaloes,Fever,Chills,Retarded Growth,Chest Pain,Chest Pain,Yes,хомячок,"Высокая температура, Озноб, Отсталый рост, Боль в груди, Боль в груди"
buffaloes,Pale comb,Lame,Death,Swolling of joint,Eye closed,Yes,хомячок,"Бледный расчет, Хромой, Смерть, Отек сустава, Глаз закрыт"
buffaloes,Lethargy,Loss of appetite,Difficulty in Swallowing,Weakness,Vision Problem,Yes,хомячок,"Летаргия, Потеря аппетита, Сложность в глотании, Слабость, Проблема зрения"
buffaloes,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea,Yes,хомячок,"Истощение, Трудность в дыхании, Рвота, Слабость, Диарея"
buffaloes,Liquid Dropping,Exhaustion,Ataxia,Lethargy,Seizures,Yes,хомячок,"Жидкость падает, Истощение, Атаксия, Летаргия, Припадки"
buffaloes,Undigested in their feces,Loss of Appetite,Loss of pigment,Weakness,Bloody in feather,Yes,хомячок,"Непереваренные в их кале, Потеря аппетита, Потеря пигмента, Слабость, Кровавый в перьев"
buffaloes,Sharp Feather,Clubbed Feather,Eye disharge,Loss of powder down,Diarrhea,Yes,хомячок,"Острые перо, Забитое перо, Сброс глаз, Потеря порошка вниз, Диарея"
buffaloes,Ruffled Appearance,Loss of Appetite,Vomiting,Green Dropping,Nasal Discharge,Yes,хомячок,"Рюшат, Потеря аппетита, Рвота, Зеленый падение, Носовая выделение"
buffaloes,Sinuses,Swollen Eyelids,Skin rashes,Sneezing,Misshapen Beak,Yes,хомячок,"Пазухи, Опухшие веки, Кожная сыпь, Чихание, Средства"
buffaloes,Feather Loss,Feather Plucking,Coughing,Itching,Nasal Discharge,Yes,хомячок,"Потеря перья, Пехой склад, Кашель, Зуд, Носовая выделение"
buffaloes,Watery Eyes,Eye closed,Weight loss,Sneezing,Nervous Issue,Yes,хомячок,"Водянистые глаза, Глаз закрыт, Потеря веса, Чихание, Нервная проблема"
buffaloes,Bony Lesion,Skin Rashes,Ataxia,Anorexia,Weakness,Yes,хомячок,"Костное поражение, Кожная сыпь, Атаксия, Анорексия, Слабость"
buffaloes,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains,Yes,хомячок,"Тремор головы и шеи, Слепота, Пинать в живот, Упражнения в терпимости, Боли"
buffaloes,Swollen Belly,Dullness,Discharge,Urination,Lying down,Yes,хомячок,"Опухший живот, Тупость, Увольнять, Мочеиспускание, Лежа"
buffaloes,Fever,Dullness,Depression,Weight loss,Anorexia,Yes,хомячок,"Высокая температура, Тупость, Депрессия, Потеря веса, Анорексия"
buffaloes,Fever,Succumb,Spread of infection,Weight loss,Anorexia,Yes,хомячок,"Высокая температура, Поддаться, Распространение инфекции, Потеря веса, Анорексия"
buffaloes,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking,Yes,хомячок,"Знаки в Рамсе, Знаки в овце, Недоразвитые мышцы, Экзамен спермы, Уменьшить маркировку лампы"
buffaloes,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness,Yes,хомячок,"Шипы, Необычно тонкий, Слабость, Увеличенные черепа, Слабость"
buffaloes,Discharge ,Sudden Abortion,Hemoglobinuria,Death of lamb,Weight Loss,Yes,хомячок,"Увольнять, Внезапный аборт, Гемоглобинурия, Смерть ягненка, Потеря веса"
buffaloes,Fever,Hemolytic anemia,Sweats,congestion,Jaundice,Yes,хомячок,"Высокая температура, Гемолитическая анемия, Пот, скопление, Желтуха"
buffaloes,Fever,Tiredness,loss of appetite,Muscle aches,Chest Pain,Yes,хомячок,"Высокая температура, Усталость, потеря аппетита, Мышечные боли, Боль в груди"
buffaloes,Excess salivation,Diarrhea,Depression,Nasal discharge,Weakness,Yes,хомячок,"Избыточное слюноотделение, Диарея, Депрессия, Носовая выделение, Слабость"
buffaloes,Fever,Diarrhea,Incoordination,Abortion,Blood Poisioning ,Yes,хомячок,"Высокая температура, Диарея, Нарушение, Аборт, Отравление крови"
buffaloes,Fever,Wasting,Dehydration,Deability,Weakness,Yes,хомячок,"Высокая температура, Впустую, Обезвоживание, Девственность, Слабость"
buffaloes,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss,Yes,хомячок,"Высокая температура, Диарея, Мышечная подергивание, Хромота, Потеря веса"
buffaloes,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces,No,хомячок,"Зубы шлифование, Апатия, Обезвоживание, Румана, Водянистые фекалии"
buffaloes,Fever,Depression,Lying down,Weak Pulse,Colic,Yes,хомячок,"Высокая температура, Депрессия, Лежа, Слабый пульс, Колики"
buffaloes,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss,Yes,хомячок,"Припухлость, Хромота, Гиперээзтерия, Шарнир, Потеря веса"
buffaloes,Head tilt,Circling,Muscles ache,Blindness,Seizures,Yes,хомячок,"Наклон головы, Кругим, Мышцы болится, Слепота, Припадки"
buffaloes,Decreased growth of bone,Depression,Grunting,Lameness,Weight loss,Yes,хомячок,"Снижение роста кости, Депрессия, Ворчание, Хромота, Потеря веса"
buffaloes,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,Yes,хомячок,"Опухший влево живот, Лежа, Ошеломляющий, Мочеиспускание, Расширение шеи"
buffaloes,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic,Yes,хомячок,"Прекращение эрекции, Трудность в дыхании, Депрессия, Анорексия, Колики"
buffaloes,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,Yes,хомячок,"Высокая температура, Избыток слюна, Ненормальная конформация, Изъязвленная мышца, Язвенный ухо"
buffaloes,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,Yes,хомячок,"Бесплодные овцы, Аборт, Плохая конформация, Волосатые ручки, Потеря веса"
pig,Tremor ,Viability,Coughing,Anorexia,Weight Loss,Yes,хомячок,"Тремор, Жизнеспособность, Кашель, Анорексия, Потеря веса"
pig,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,Yes,хомячок,"Высокая температура, Тахипноя, Отек головы и шеи, Анорексия, Носовая выделение"
pig,lllthrift,Skin Lesion,Lameness,Swelling on theBody,Weight loss,Yes,хомячок,"Lllthrift, Повреждение кожи, Хромота, Отек на теле, Потеря веса"
pig,Swelling,Heat,Flank,Pain,Nasal Discharge,Yes,хомячок,"Припухлость, Нагревать, Фланг, Боль, Носовая выделение"
pig,Fever,Loss of appetite,Lameness,Rump,Weight Loss,Yes,хомячок,"Высокая температура, Потеря аппетита, Хромота, Навес, Потеря веса"
pig,Fever,Swelling,loss of appetite,Anorexia,Weight Loss,Yes,хомячок,"Высокая температура, Припухлость, потеря аппетита, Анорексия, Потеря веса"
pig,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,Yes,хомячок,"Высокая температура, Диарея, Кровавый падение, Брюшная дискомфорт, Летаргия"
pig,Fever,Depression,Small intestines,Death,Flock Moratality,Yes,хомячок,"Высокая температура, Депрессия, Тонкая кишка, Смерть, Смертность стада"
pig,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes,хомячок,"кровотечение, Соломенная, Боль в животе, Смерть, Камни разлагается"
pig,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes,хомячок,"Кровавая диарея, Депрессия, Тупость, Смерть, Слабость"
pig,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes,хомячок,"Неохотный ход, Потеря аппетита, Хромота, Смерть, Слабость"
pig,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes,хомячок,"Высокая температура, Депрессия, потеря аппетита, Потеря аппетита, Боли"
pig,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes,хомячок,"Высокая температура, Трудность в дыхании, Летаргия, Смерть, Боли"
pig,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes,хомячок,"Бедная шерсть, Потеря аппетита, Хромота, Небольшой размер, Плохое состояние тела"
pig,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes,хомячок,"Плохая иммунная функция, Ахомотрика, Обезвоживание, Смерть, Боли"
pig,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes,хомячок,"Боль в животе, Диарея, Злоупотребление, Шок, Анорексия"
pig,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Депрессия, Смерть, Боли"
pig,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes,хомячок,"Водянистая диарея, Больной, Язва роговицы, Потеря аппетита, Смерть"
pig,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes,хомячок,"Тяжелый кератит, Конъюнктивное, Увольнять, Выпадение радужной оболочки, Потеря глаз"
pig,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes,хомячок,"Вздутый, Яичка боли, Зуд, Кровавые выписки, Нежность"
pig,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes,хомячок,"Высокая температура, Диарея, Депрессия, Царапины, Потеря веса"
pig,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes,хомячок,"Грязное пахнет, Тупость, Грязный, Окрашенная шерсть, Хвост встряхивая"
pig,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes,хомячок,"Овцы часто кусаются, Флис становится худым, Потеря шерсти, Смерть, Боли"
pig,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes,хомячок,"Высокая температура, Тупость, Тупость, Кожная сыпь, Боли"
pig,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes,хомячок,"Высокая температура, Трудность в дыхании, Втирать, Кашель, Чихание"
pig,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes,хомячок,"Беспокойство, Пинать, Летаргия, Nible в их шерсти, Царапание"
pig,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes,хомячок,"Желтуха, Потеря аппетита, Грубая шерсть, Кашель, Смерть"
pig,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes,хомячок,"Высокая температура, Уменьшить репродуктивный потенциал, Агалактия, Потеря производства молока, Хвост"
pig,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes,хомячок,"Пирексия, Оральное поражение, Припухлость, Хромота, Смерть"
pig,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes,хомячок,"Красная кожа, Потеря аппетита, Влажный, Хромота, Боли"
pig,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes,хомячок,"Хромающий, Изменение цвета кожи, Дряблый, Сырой, Чувствителен к прикосновению"
pig,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes,хомячок,"Сильно увеличено, Кожа может сгуститься, Судорога, Edematous, Боли"
pig,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes,хомячок,"Гиперксуальность, Мышечные спазмы, Десны, Смерть, Боли"
pig,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes,хомячок,"Снижение века, Очень холодная кожа, Летаргия, Губа, Высокая температура"
pig,Fever,Diarrhea,Muscus,Weight loss,Death,Yes,хомячок,"Высокая температура, Диарея, Мускус, Потеря веса, Смерть"
pig,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes,хомячок,"Грязное пахнет, Диарея, Колики, Кровавые выписки, Кровавые сгустки"
pig,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes,хомячок,"Неспособность переваривать, Диарея, Обезвоживание, Потеря веса, Анемия"
pig,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes,хомячок,"Высокая температура, Диарея, Горшок живот, Смерть, Потеря аппетита"
pig,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes,хомячок,"Истощение, Диарея, Кашель, Потеря веса, Смерть"
pig,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes,хомячок,"Респираторный дистресс, Диарея, Смерть, Уменьшить молоко, Потеря веса"
pig,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes,хомячок,"Lllthrift, Бутылка челюсть, Странное поведение, Анемия, Желтуха"
pig,Fever,Lameness,Wasting,Blindness,Staggering,Yes,хомячок,"Высокая температура, Хромота, Впустую, Слепота, Ошеломляющий"
pig,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes,хомячок,"Высокая температура, Диарея, Явно неограничен, Потеря веса, Хороший аппетит"
pig,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes,хомячок,"Высокая температура, Тупость, Нежелание ходить, Зараженные навицы, Боли"
pig,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes,хомячок,"Нежность, Нога горячо, Паралич лица, Потеря веса, Боли"
pig,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes,хомячок,"Высокая температура, Отсутствие координации, Больно прикоснуться, Кругим, Депрессия"
pig,Swollen,Warm,Constipation,Depression,Bloody,Yes,хомячок,"Вздутый, Теплый, Запор, Депрессия, Кровавый"
pig,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes,хомячок,"Высокая температура, Потеря аппетита, Спотыкается, Беспокойство, Боли"
pig,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes,хомячок,"Нестационарная походка, Дергается, Слепота, Отек на суставах, Боли"
pig,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes,хомячок,"Высокая температура, Язва, Spabs, Разряд из глаз, Боли"
pig,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes,хомячок,"Запах аммиака, Язва, Депрессия, Припухлость, Боли"
pig,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes,хомячок,"Высокая температура, Летаргия, Слепота, Неподходящее, Увеличился в дыхании"
pig,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes,хомячок,"Блуждание, Кругим, Слепота, Нажатие на голову, Лежат"
pig,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes,хомячок,"Тремор, Лежать на стороне, Сложность в глотании, Смерть, Не есть"
pig,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes,хомячок,"Высокая температура, Трудность в дыхании, Кашель, Чихание, Припадки"
pig,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes,хомячок,"Припухлость, Потеря аппетита, Потеря шерсти, Слезы, Смерть"
pig,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes,хомячок,"Шерсть сгущается, Чувствует себя жестким, Ошеломляющий, Кожная сыпь, Боли"
pig,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes,хомячок,"Покачиваясь, Изменение поведения, Тремор, Деревенские движения конечностей, Боли"
pig,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes,хомячок,"Повреждение ячейки, Изменение поведения, Потеря веса, Прорит, Смерть"
pig,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes,хомячок,"Припухлость, Дискомфорт, Сложность в районе, Смерть, Боли"
pig,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes,хомячок,"Вздутый, Горячие суставы, Пустульсы, Сложность в прогулке, Боли"
pig,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes,хомячок,"Формирование везикул, Ноздри, Ненормально длинная нога, Скабсы на губе, Боли"
pig,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes,хомячок,"Аномалии скелет, Лицевые дефекты, Выпадение волос, Плоские ребра, Недоразвитые мышцы"
tiger,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes,кот,"Погода беспокойна, Ног, Нормальный аппетит, Попытка мочиться, Боли"
tiger,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes,кот,"Неспособность стоять, Боли ходить, Депрессия, Слабость, Жесткость"
tiger,Fever,Succumb,Sluggish,Anorexia,Pains,Yes,кот,"Высокая температура, Поддаться, Вялый, Анорексия, Боли"
tiger,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes,кот,"Вялый, Бутылка челюсть, Злоупотребление, Смерть, Недостаток кислорода"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли"
donkey,Fetopelvic dispropotion,Uteria inertia,Fast breathing,Death,Pains,Yes,хомячок,"Фетопельвич диспропорция, Матка инерция, Быстрое дыхание, Смерть, Боли"
donkey,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes,хомячок,"Кашель , задыхаясь, отек лица,, Производство слизи, Усталость"
donkey,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes,хомячок,"кашель, чихание, Овапки крылья, Скрученная шея, Овапки крылья"
donkey,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes,хомячок,"Одышка., Усталость, щебетать, потеря аппетита, опухший живот"
donkey,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes,хомячок,"Задыхаясь, кашель , легкая слабость, Овапки крылья, Скрученная шея"
donkey,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes,хомячок,"Чрезмерная кровопотеря, головокружение и обморок, Нечеткое зрение, водянистые глаза, медленный рост"
donkey,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes,хомячок,"Нос кровоточа , Травма, легкая слабость, Нос, Сухой воздух"
donkey,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes,хомячок,"Кровотечение из других частей тела, путаница, Носовая выделение, потеря бдительности, головокружение и обморок"
donkey,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes,хомячок,"Плохо дыхание, Лап на лице или нос, кашель , Чихание, Кровотечение из носа"
donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes,хомячок,"вытягивая шею, Задыхаясь для воздуха, задыхаясь за дыхание, Сложность глотания, задыхаясь за дыхание"
donkey,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes,хомячок,"Сложность глотания, кашель , Сложность глотания, Задыхаясь для воздуха, вытягивая шею"
donkey,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes,хомячок,"кашель , Задыхаясь для воздуха, Потеря веса, задыхаясь за дыхание, вытягивая шею"
donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes,хомячок,"слабость, Снижение производства стула, Расставленный желудок, тяжелое дыхание, беспокойное движение"
donkey,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes,хомячок,"Глаза покраснение, Частые глазные инфекции, Хрустящие ресницы и маты ресниц, грязные пахнущие табуреты,  Увеличение проходящего газа"
donkey,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes,хомячок,"Чрезмерное водопад, Глаза покраснение, слабость, Слизистые сбросы с глаз, Частые глазные инфекции"
donkey,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes,хомячок,"Внезапная смерть, потеря аппетита,  быстрое сердцебиение, пухлые перья, Отсутствие вокализации"
donkey,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes,хомячок,"Невозможно мочиться, Легкомысленность , погружение, ректальное кровотечение, опухший живот"
donkey,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes,хомячок,"Крайняя жажда, кровавые выписки, Потеря аппетита, неспособность летать, потеря настороженности"
donkey,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes,хомячок,"Производство яиц останавливается, Поведение задумчиво, потеря аппетита, Потеря веса, Запор"
donkey,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,хомячок,"тошнота, рвота, потеря аппетита, переживание изменений в весе,  боль и вздутие живота"
donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,хомячок,"сжигание боли или боль, рвота, потеря аппетита, переживание изменений в весе,  боль и вздутие живота"
donkey,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes,хомячок,"Непрерывная потеря веса, Регургитация еды, хрипил, Чрезмерное потребление пищи, Непереваренные семена"
donkey,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes,хомячок,"потеря аппетита, летаргия, аборт, булькающий звук, Депрессия"
donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes,хомячок,"высокая температура, мягкий колик, потеря хвостового тона, потеря аппетита, депрессия"
donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes,хомячок,"наклон головы, летаргия, летаргия, моча дриблинг, неспособность подняться"
donkey,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes,хомячок,"высокая температура, потеря аппетита, дыхательный шум, Потеря веса, депрессия"
donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes,хомячок,"высокая температура, носовая выделение, мышечная жесткость, опухшие лимфатические узлы, депрессия"
donkey,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes,хомячок,"потоотделение, мышечные спазмы, жажда, Потеря веса, трудности с движением и едой"
donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes,хомячок,"потеря аппетита, высокая температура тела, Отсутствие аппетита, диарея, внезапная смерть"
donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes,хомячок,"потоотделение, сухие или липкие десны, Уменьшенный аппетит, лежа, скучный Несс"
donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes,хомячок,"Вытянутая шея, скучный Несс, непристойность, шумное дыхание, кашель"
deer,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes,хомячок,"потеря веса, скучный Несс, непристойность, самоизоляция, лежат"
deer,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes,хомячок,"потеря веса, скучный Несс, Проблема мышц, самоизоляция, лежат"
deer,changed gait,dull ness,muscles problem,Pain,Pains,Yes,хомячок,"Измененная походка, скучный Несс, Проблема мышц, Боль, Боли"
deer,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes,хомячок,"Измененная походка, скучный Несс, рассеянный, Диагноз сложности, Анемия"
deer,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes,хомячок,"Трудность в дыхании, Проблема набухания, кровотечение от ран, Частые зевы, анорексия"
deer,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes,хомячок,"недоедание, Питье загрязненная вода, вялость, Ошеломляющий, анорексия"
deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши"
